SoldTo,Customer_Value1
Customer_1750,Niche Player
Customer_1751,Innovative
Customer_1751,Innovative & Faster Growing than Market
Customer_1752,Faster Growing than Market
Customer_1752,Innovative
Customer_1753,Innovative & Faster Growing than Market
Customer_1753,Niche Player
Customer_1755,Faster Growing than Market
Customer_1755,Innovative
Customer_1755,Innovative & Faster Growing than Market
Customer_1756,Market Follower
Customer_1759,Market Follower
Customer_1759,Niche Player
Customer_1760,Innovative
Customer_1760,Market Follower
Customer_1762,Faster Growing than Market
Customer_1762,Niche Player
Customer_1763,Niche Player
Customer_1764,Faster Growing than Market
Customer_1764,Innovative & Faster Growing than Market
Customer_1766,Innovative
Customer_1766,Market Follower
Customer_1766,Niche Player
Customer_1767,Niche Player
Customer_1768,Innovative
Customer_177,Innovative
Customer_177,Market Follower
Customer_1770,Innovative & Faster Growing than Market
Customer_1770,Market Follower
Customer_1770,Niche Player
Customer_1771,Faster Growing than Market
Customer_1771,Innovative
Customer_1772,Innovative
Customer_1772,Innovative & Faster Growing than Market
Customer_1772,Niche Player
Customer_1774,Niche Player
Customer_1775,Innovative & Faster Growing than Market
Customer_1776,Faster Growing than Market
Customer_1776,Innovative & Faster Growing than Market
Customer_1778,Innovative & Faster Growing than Market
Customer_1778,Market Follower
Customer_1779,Faster Growing than Market
Customer_178,Faster Growing than Market
Customer_1780,Faster Growing than Market
Customer_1780,Innovative
Customer_1780,Market Follower
Customer_1780,Niche Player
Customer_1781,Faster Growing than Market
Customer_1785,Niche Player
Customer_1786,Faster Growing than Market
Customer_1787,Innovative & Faster Growing than Market
Customer_1788,Innovative & Faster Growing than Market
Customer_1788,Niche Player
Customer_1789,Faster Growing than Market
Customer_1789,Innovative
Customer_1789,Innovative & Faster Growing than Market
Customer_1789,Niche Player
Customer_179,Faster Growing than Market
Customer_179,Market Follower
Customer_1790,Faster Growing than Market
Customer_1790,Niche Player
Customer_1791,Innovative & Faster Growing than Market
Customer_1791,Niche Player
Customer_1792,Innovative
Customer_1797,Innovative
Customer_1797,Innovative & Faster Growing than Market
Customer_1799,Niche Player
Customer_1801,Niche Player
Customer_1804,Innovative
Customer_1804,Innovative & Faster Growing than Market
Customer_1804,Niche Player
Customer_1805,Faster Growing than Market
Customer_1805,Innovative
Customer_1805,Innovative & Faster Growing than Market
Customer_1805,Niche Player
Customer_1806,Innovative & Faster Growing than Market
Customer_1807,Market Follower
Customer_1808,Faster Growing than Market
Customer_1808,Innovative & Faster Growing than Market
Customer_181,Faster Growing than Market
Customer_181,Innovative & Faster Growing than Market
Customer_1810,Faster Growing than Market
Customer_1812,Innovative
Customer_1812,Innovative & Faster Growing than Market
Customer_1812,Market Follower
Customer_1814,Innovative & Faster Growing than Market
Customer_1815,Innovative & Faster Growing than Market
Customer_1815,Market Follower
Customer_1816,Market Follower
Customer_1816,Niche Player
Customer_1819,Innovative
Customer_1819,Niche Player
Customer_1820,Innovative & Faster Growing than Market
Customer_1821,Innovative
Customer_1823,Faster Growing than Market
Customer_1824,Innovative & Faster Growing than Market
Customer_1824,Market Follower
Customer_1826,Innovative & Faster Growing than Market
Customer_1826,Niche Player
Customer_1827,Innovative
Customer_1827,Innovative & Faster Growing than Market
Customer_1827,Market Follower
Customer_1830,Innovative & Faster Growing than Market
Customer_1832,Faster Growing than Market
Customer_1832,Innovative
Customer_1832,Niche Player
Customer_1833,Niche Player
Customer_1834,Innovative & Faster Growing than Market
Customer_1836,Innovative
Customer_1837,Faster Growing than Market
Customer_1837,Innovative
Customer_1837,Market Follower
Customer_1837,Niche Player
Customer_1838,Faster Growing than Market
Customer_1839,Innovative & Faster Growing than Market
Customer_1840,Faster Growing than Market
Customer_1840,Innovative & Faster Growing than Market
Customer_1841,Innovative
Customer_1843,Faster Growing than Market
Customer_1843,Innovative & Faster Growing than Market
Customer_1844,Faster Growing than Market
Customer_1844,Innovative
Customer_1844,Market Follower
Customer_1844,Niche Player
Customer_1845,Faster Growing than Market
Customer_1846,Innovative
Customer_1847,Innovative & Faster Growing than Market
Customer_1847,Market Follower
Customer_1848,Innovative & Faster Growing than Market
Customer_1849,Market Follower
Customer_1850,Faster Growing than Market
Customer_1850,Innovative
Customer_1851,Market Follower
Customer_1852,Innovative
Customer_1852,Innovative & Faster Growing than Market
Customer_1852,Niche Player
Customer_1853,Faster Growing than Market
Customer_1853,Innovative & Faster Growing than Market
Customer_1854,Market Follower
Customer_1855,Faster Growing than Market
Customer_1859,Faster Growing than Market
Customer_1859,Market Follower
Customer_186,Innovative & Faster Growing than Market
Customer_1860,Faster Growing than Market
Customer_1860,Innovative
Customer_1860,Innovative & Faster Growing than Market
Customer_1860,Market Follower
Customer_1862,Innovative
Customer_1862,Innovative & Faster Growing than Market
Customer_1863,Faster Growing than Market
Customer_1864,Innovative
Customer_1865,Innovative & Faster Growing than Market
Customer_1866,Faster Growing than Market
Customer_1867,Innovative & Faster Growing than Market
Customer_1868,Niche Player
Customer_1869,Faster Growing than Market
Customer_187,Faster Growing than Market
Customer_1870,Faster Growing than Market
Customer_1871,Faster Growing than Market
Customer_1872,Innovative
Customer_1874,Faster Growing than Market
Customer_1874,Innovative & Faster Growing than Market
Customer_1874,Niche Player
Customer_1875,Innovative
Customer_1875,Innovative & Faster Growing than Market
Customer_1876,Innovative & Faster Growing than Market
Customer_1877,Niche Player
Customer_1878,Faster Growing than Market
Customer_1878,Innovative & Faster Growing than Market
Customer_1879,Faster Growing than Market
Customer_1879,Innovative
Customer_1879,Innovative & Faster Growing than Market
Customer_188,Faster Growing than Market
Customer_188,Innovative
Customer_1880,Innovative & Faster Growing than Market
Customer_1880,Market Follower
Customer_1881,Innovative & Faster Growing than Market
Customer_1881,Niche Player
Customer_1882,Faster Growing than Market
Customer_1884,Innovative & Faster Growing than Market
Customer_1885,Faster Growing than Market
Customer_1885,Market Follower
Customer_1886,Innovative
Customer_1887,Niche Player
Customer_189,Innovative & Faster Growing than Market
Customer_1890,Market Follower
Customer_1892,Innovative & Faster Growing than Market
Customer_1892,Market Follower
Customer_1892,Niche Player
Customer_1893,Innovative & Faster Growing than Market
Customer_1895,Innovative & Faster Growing than Market
Customer_1896,Faster Growing than Market
Customer_1897,Innovative
Customer_1897,Innovative & Faster Growing than Market
Customer_1898,Innovative & Faster Growing than Market
Customer_1898,Market Follower
Customer_1898,Niche Player
Customer_19,Faster Growing than Market
Customer_19,Innovative
Customer_1900,Innovative
Customer_1901,Innovative
Customer_1902,Faster Growing than Market
Customer_1902,Innovative & Faster Growing than Market
Customer_1903,Innovative & Faster Growing than Market
Customer_1907,Innovative
Customer_1907,Innovative & Faster Growing than Market
Customer_1908,Niche Player
Customer_191,Faster Growing than Market
Customer_191,Innovative
Customer_191,Innovative & Faster Growing than Market
Customer_191,Niche Player
Customer_1911,Faster Growing than Market
Customer_1911,Innovative
Customer_1911,Innovative & Faster Growing than Market
Customer_1912,Innovative
Customer_1912,Innovative & Faster Growing than Market
Customer_1912,Market Follower
Customer_1912,Niche Player
Customer_1913,Innovative & Faster Growing than Market
Customer_1913,Niche Player
Customer_1914,Niche Player
Customer_1915,Faster Growing than Market
Customer_1915,Niche Player
Customer_1916,Niche Player
Customer_1917,Innovative
Customer_1917,Market Follower
Customer_1919,Innovative & Faster Growing than Market
Customer_192,Faster Growing than Market
Customer_1921,Faster Growing than Market
Customer_1921,Market Follower
Customer_1921,Niche Player
Customer_1922,Innovative & Faster Growing than Market
Customer_1922,Niche Player
Customer_1923,Innovative & Faster Growing than Market
Customer_1924,Innovative & Faster Growing than Market
Customer_1924,Niche Player
Customer_1925,Niche Player
Customer_193,Market Follower
Customer_1930,Innovative & Faster Growing than Market
Customer_1930,Market Follower
Customer_1932,Innovative & Faster Growing than Market
Customer_1934,Innovative & Faster Growing than Market
Customer_1935,Innovative & Faster Growing than Market
Customer_1937,Faster Growing than Market
Customer_1939,Innovative & Faster Growing than Market
Customer_1940,Faster Growing than Market
Customer_1940,Niche Player
Customer_1941,Innovative & Faster Growing than Market
Customer_1943,Innovative & Faster Growing than Market
Customer_1943,Niche Player
Customer_1944,Market Follower
Customer_1945,Niche Player
Customer_1947,Niche Player
Customer_1949,Faster Growing than Market
Customer_1949,Innovative & Faster Growing than Market
Customer_1949,Niche Player
Customer_195,Innovative
Customer_1950,Innovative & Faster Growing than Market
Customer_1951,Faster Growing than Market
Customer_1951,Innovative & Faster Growing than Market
Customer_1952,Innovative
Customer_1954,Innovative & Faster Growing than Market
Customer_1954,Market Follower
Customer_1955,Faster Growing than Market
Customer_1955,Niche Player
Customer_1956,Innovative
Customer_1956,Niche Player
Customer_1957,Faster Growing than Market
Customer_1957,Market Follower
Customer_1959,Faster Growing than Market
Customer_1960,Innovative
Customer_1961,Innovative & Faster Growing than Market
Customer_1961,Market Follower
Customer_1962,Faster Growing than Market
Customer_1962,Market Follower
Customer_1963,Niche Player
Customer_1966,Niche Player
Customer_1967,Faster Growing than Market
Customer_1967,Innovative
Customer_1967,Niche Player
Customer_1968,Innovative
Customer_1969,Innovative
Customer_1969,Market Follower
Customer_1970,Innovative
Customer_1970,Market Follower
Customer_1971,Faster Growing than Market
Customer_1973,Innovative & Faster Growing than Market
Customer_1974,Market Follower
Customer_1975,Faster Growing than Market
Customer_1975,Innovative & Faster Growing than Market
Customer_1976,Faster Growing than Market
Customer_1977,Innovative & Faster Growing than Market
Customer_1978,Innovative
Customer_1978,Niche Player
Customer_198,Innovative
Customer_1982,Innovative & Faster Growing than Market
Customer_1982,Market Follower
Customer_1983,Innovative
Customer_1983,Niche Player
Customer_1984,Faster Growing than Market
Customer_1984,Innovative
Customer_1985,Faster Growing than Market
Customer_1985,Innovative & Faster Growing than Market
Customer_1986,Faster Growing than Market
Customer_1986,Innovative & Faster Growing than Market
Customer_1987,Innovative & Faster Growing than Market
Customer_1988,Faster Growing than Market
Customer_1988,Innovative
Customer_199,Innovative
Customer_199,Innovative & Faster Growing than Market
Customer_1990,Faster Growing than Market
Customer_1990,Niche Player
Customer_1991,Innovative & Faster Growing than Market
Customer_1991,Niche Player
Customer_1993,Faster Growing than Market
Customer_1993,Innovative & Faster Growing than Market
Customer_1994,Market Follower
Customer_1995,Faster Growing than Market
Customer_1995,Innovative
Customer_1995,Market Follower
Customer_1996,Innovative
Customer_1997,Innovative
Customer_1998,Innovative & Faster Growing than Market
Customer_1999,Faster Growing than Market
Customer_1999,Innovative
Customer_1999,Market Follower
Customer_2,Innovative & Faster Growing than Market
Customer_2,Market Follower
Customer_2,Niche Player
Customer_20,Market Follower
Customer_200,Market Follower
Customer_2001,Faster Growing than Market
Customer_2003,Niche Player
Customer_2004,Faster Growing than Market
Customer_2007,Market Follower
Customer_201,Innovative
Customer_201,Innovative & Faster Growing than Market
Customer_201,Niche Player
Customer_2010,Innovative & Faster Growing than Market
Customer_2012,Innovative
Customer_2012,Innovative & Faster Growing than Market
