soldto,c_relationship
Customer_1868,Partnership
Customer_1869,Advanced Business Ties
Customer_1869,Partnership
Customer_187,Transactional
Customer_1870,Transactional
Customer_1871,Advanced Business Ties
Customer_1872,Transactional
Customer_1874,Advanced Business Ties
Customer_1874,Opportunistic
Customer_1874,Transactional
Customer_1875,Opportunistic
Customer_1875,Transactional
Customer_1876,Transactional
Customer_1877,Opportunistic
Customer_1878,Advanced Business Ties
Customer_1879,Advanced Business Ties
Customer_1879,Pure Business
Customer_1879,Transactional
Customer_188,Opportunistic
Customer_188,Pure Business
Customer_1880,Opportunistic
Customer_1880,Transactional
Customer_1881,Partnership
Customer_1882,Advanced Business Ties
Customer_1884,Advanced Business Ties
Customer_1885,Transactional
Customer_1886,Opportunistic
Customer_1887,Pure Business
Customer_189,Opportunistic
Customer_1890,Opportunistic
Customer_1892,Advanced Business Ties
Customer_1892,Opportunistic
Customer_1892,Transactional
Customer_1893,Advanced Business Ties
Customer_1893,Partnership
Customer_1895,Opportunistic
Customer_1896,Opportunistic
Customer_1897,Advanced Business Ties
Customer_1897,Pure Business
Customer_1898,Advanced Business Ties
Customer_1898,Opportunistic
Customer_19,Advanced Business Ties
Customer_19,Pure Business
Customer_1900,Opportunistic
Customer_1900,Transactional
Customer_1901,Pure Business
Customer_1902,Advanced Business Ties
Customer_1902,Opportunistic
Customer_1903,Pure Business
Customer_1907,Advanced Business Ties
Customer_1907,Opportunistic
Customer_1907,Transactional
Customer_1908,Advanced Business Ties
Customer_191,Advanced Business Ties
Customer_191,Opportunistic
Customer_191,Partnership
Customer_191,Pure Business
Customer_1911,Advanced Business Ties
Customer_1911,Partnership
Customer_1912,Opportunistic
Customer_1912,Pure Business
Customer_1912,Transactional
Customer_1913,Pure Business
Customer_1913,Transactional
Customer_1914,Transactional
Customer_1915,Pure Business
Customer_1916,Opportunistic
Customer_1917,Opportunistic
Customer_1919,Partnership
Customer_192,Opportunistic
Customer_1921,Partnership
Customer_1921,Pure Business
Customer_1921,Transactional
Customer_1922,Opportunistic
Customer_1922,Transactional
Customer_1923,Advanced Business Ties
Customer_1924,Advanced Business Ties
Customer_1924,Transactional
Customer_1925,Advanced Business Ties
Customer_193,Pure Business
Customer_1930,Advanced Business Ties
Customer_1930,Pure Business
Customer_1932,Transactional
Customer_1934,Pure Business
Customer_1935,Transactional
Customer_1937,Opportunistic
Customer_1939,Advanced Business Ties
Customer_1940,Opportunistic
Customer_1940,Partnership
Customer_1941,Advanced Business Ties
Customer_1943,Opportunistic
Customer_1943,Partnership
Customer_1944,Pure Business
Customer_1945,Partnership
Customer_1945,Transactional
Customer_1947,Advanced Business Ties
Customer_1949,Advanced Business Ties
Customer_1949,Opportunistic
Customer_1949,Transactional
Customer_195,Opportunistic
Customer_1950,Advanced Business Ties
Customer_1951,Advanced Business Ties
Customer_1951,Pure Business
Customer_1952,Opportunistic
Customer_1954,Transactional
Customer_1955,Advanced Business Ties
Customer_1955,Pure Business
Customer_1955,Transactional
Customer_1956,Advanced Business Ties
Customer_1956,Partnership
Customer_1957,Opportunistic
Customer_1957,Pure Business
Customer_1959,Transactional
Customer_1960,Opportunistic
Customer_1961,Pure Business
Customer_1961,Transactional
Customer_1962,Pure Business
Customer_1962,Transactional
Customer_1963,Partnership
Customer_1966,Transactional
Customer_1967,Advanced Business Ties
Customer_1967,Opportunistic
Customer_1967,Pure Business
Customer_1968,Pure Business
Customer_1969,Pure Business
Customer_1969,Transactional
Customer_1970,Opportunistic
Customer_1971,Pure Business
Customer_1973,Transactional
Customer_1974,Pure Business
Customer_1975,Partnership
Customer_1975,Pure Business
Customer_1976,Transactional
Customer_1977,Pure Business
Customer_1978,Transactional
Customer_198,Pure Business
Customer_1982,Advanced Business Ties
Customer_1982,Opportunistic
Customer_1983,Advanced Business Ties
Customer_1983,Opportunistic
Customer_1983,Pure Business
Customer_1984,Pure Business
Customer_1984,Transactional
Customer_1985,Advanced Business Ties
Customer_1985,Transactional
Customer_1986,Advanced Business Ties
Customer_1986,Transactional
Customer_1987,Transactional
Customer_1988,Pure Business
Customer_199,Partnership
Customer_199,Pure Business
Customer_1990,Partnership
Customer_1990,Pure Business
Customer_1991,Opportunistic
Customer_1993,Advanced Business Ties
Customer_1993,Partnership
Customer_1994,Pure Business
Customer_1995,Advanced Business Ties
Customer_1995,Partnership
Customer_1995,Transactional
Customer_1996,Advanced Business Ties
Customer_1997,Advanced Business Ties
Customer_1998,Advanced Business Ties
Customer_1999,Advanced Business Ties
Customer_1999,Partnership
Customer_1999,Transactional
Customer_2,Opportunistic
Customer_2,Transactional
Customer_20,Transactional
Customer_200,Transactional
Customer_2001,Transactional
Customer_2003,Partnership
Customer_2004,Transactional
Customer_2007,Partnership
Customer_201,Advanced Business Ties
Customer_201,Pure Business
Customer_201,Transactional
Customer_2010,Transactional
Customer_2012,Advanced Business Ties
Customer_2012,Opportunistic
Customer_2013,Transactional
Customer_2014,Advanced Business Ties
Customer_2014,Opportunistic
Customer_2016,Transactional
Customer_2018,Pure Business
Customer_2020,Transactional
Customer_2021,Partnership
Customer_2021,Pure Business
Customer_2022,Partnership
Customer_2023,Pure Business
Customer_2024,Advanced Business Ties
Customer_2026,Partnership
Customer_2027,Partnership
Customer_2027,Transactional
Customer_2028,Transactional
Customer_2029,Pure Business
Customer_2029,Transactional
Customer_203,Transactional
Customer_2030,Transactional
Customer_2031,Pure Business
Customer_2033,Partnership
Customer_2034,Pure Business
Customer_2036,Partnership
Customer_2036,Transactional
Customer_2037,Transactional
Customer_2039,Transactional
Customer_204,Transactional
Customer_2041,Partnership
Customer_2042,Transactional
Customer_2043,Transactional
Customer_2044,Pure Business
Customer_2045,Advanced Business Ties
Customer_2048,Opportunistic
Customer_2048,Pure Business
Customer_2050,Opportunistic
Customer_2050,Partnership
Customer_2050,Pure Business
Customer_2050,Transactional
Customer_2051,Opportunistic
Customer_2052,Advanced Business Ties
Customer_2052,Opportunistic
Customer_2052,Pure Business
Customer_2055,Opportunistic
Customer_2056,Advanced Business Ties
Customer_2059,Partnership
Customer_206,Advanced Business Ties
Customer_2061,Advanced Business Ties
Customer_2061,Transactional
Customer_2064,Opportunistic
Customer_2064,Partnership
Customer_2064,Transactional
Customer_2065,Pure Business
Customer_2065,Transactional
Customer_2067,Opportunistic
Customer_2068,Advanced Business Ties
Customer_2068,Pure Business
Customer_2069,Opportunistic
Customer_2069,Transactional
Customer_207,Transactional
Customer_2070,Advanced Business Ties
Customer_2071,Advanced Business Ties
Customer_2072,Opportunistic
Customer_2072,Partnership
Customer_2072,Pure Business
Customer_2072,Transactional
Customer_2073,Advanced Business Ties
Customer_2073,Transactional
Customer_2074,Pure Business
Customer_2075,Transactional
Customer_2076,Transactional
Customer_2078,Pure Business
Customer_2078,Transactional
Customer_2079,Pure Business
Customer_208,Opportunistic
Customer_2080,Pure Business
Customer_2081,Opportunistic
Customer_2081,Transactional
Customer_2084,Advanced Business Ties
Customer_2085,Transactional
Customer_2086,Transactional
Customer_2087,Pure Business
Customer_2089,Transactional
Customer_209,Advanced Business Ties
Customer_209,Opportunistic
Customer_209,Pure Business
Customer_2091,Advanced Business Ties
Customer_2092,Advanced Business Ties
Customer_2092,Opportunistic
Customer_2093,Partnership
Customer_2093,Transactional
Customer_2094,Advanced Business Ties
Customer_2094,Opportunistic
Customer_2096,Transactional
Customer_2097,Transactional
Customer_2099,Opportunistic
Customer_2099,Transactional
Customer_2100,Advanced Business Ties
Customer_2100,Opportunistic
Customer_2100,Transactional
Customer_2102,Pure Business
Customer_2103,Opportunistic
Customer_2104,Partnership
Customer_2104,Pure Business
Customer_2104,Transactional
Customer_2106,Advanced Business Ties
Customer_2106,Pure Business
Customer_2107,Advanced Business Ties
Customer_2107,Partnership
Customer_2108,Pure Business
Customer_2109,Transactional
Customer_211,Partnership
Customer_2110,Transactional
Customer_2111,Opportunistic
Customer_2112,Pure Business
Customer_2113,Partnership
Customer_2114,Advanced Business Ties
Customer_2114,Partnership
Customer_2116,Opportunistic
Customer_2116,Transactional
Customer_2118,Pure Business
Customer_2119,Advanced Business Ties
Customer_212,Advanced Business Ties
Customer_2120,Advanced Business Ties
Customer_2121,Advanced Business Ties
Customer_2121,Pure Business
Customer_2121,Transactional
Customer_2122,Pure Business
Customer_2122,Transactional
Customer_2124,Pure Business
Customer_2125,Pure Business
Customer_2126,Advanced Business Ties
Customer_2126,Pure Business
Customer_2127,Opportunistic
Customer_2127,Transactional
Customer_2128,Opportunistic
Customer_213,Transactional
Customer_2132,Advanced Business Ties
Customer_2133,Pure Business
Customer_2134,Advanced Business Ties
Customer_2134,Transactional
Customer_2135,Advanced Business Ties
Customer_2136,Opportunistic
Customer_2136,Pure Business
Customer_2137,Partnership
Customer_214,Opportunistic
Customer_2140,Advanced Business Ties
Customer_2140,Transactional
Customer_2142,Pure Business
Customer_2142,Transactional
Customer_2144,Advanced Business Ties
Customer_2144,Transactional
Customer_2145,Transactional
Customer_2147,Pure Business
Customer_2148,Advanced Business Ties
Customer_2148,Opportunistic
Customer_2149,Advanced Business Ties
Customer_215,Partnership
Customer_2150,Opportunistic
Customer_2150,Partnership
Customer_2151,Opportunistic
Customer_2152,Opportunistic
Customer_2153,Advanced Business Ties
Customer_2153,Transactional
Customer_2154,Advanced Business Ties
Customer_2154,Opportunistic
Customer_2155,Partnership
Customer_2155,Pure Business
Customer_2156,Transactional
Customer_2157,Advanced Business Ties
Customer_2157,Pure Business
Customer_2158,Advanced Business Ties
Customer_2159,Transactional
Customer_216,Opportunistic
Customer_2160,Advanced Business Ties
Customer_2160,Partnership
Customer_2161,Pure Business
Customer_2162,Partnership
Customer_2163,Advanced Business Ties
Customer_2166,Partnership
Customer_2166,Transactional
Customer_2168,Partnership
Customer_2168,Transactional
Customer_2169,Opportunistic
Customer_2169,Transactional
Customer_217,Advanced Business Ties
Customer_2170,Opportunistic
Customer_2170,Transactional
Customer_2171,Opportunistic
Customer_2172,Advanced Business Ties
Customer_2173,Advanced Business Ties
Customer_2173,Transactional
Customer_2174,Opportunistic
Customer_2175,Advanced Business Ties
Customer_2175,Opportunistic
Customer_2176,Advanced Business Ties
Customer_2176,Transactional
Customer_2177,Advanced Business Ties
Customer_2178,Opportunistic
Customer_2179,Advanced Business Ties
Customer_2179,Pure Business
Customer_2180,Transactional
Customer_2182,Opportunistic
Customer_2182,Pure Business
Customer_2183,Advanced Business Ties
Customer_2183,Transactional
Customer_2184,Pure Business
Customer_2186,Transactional
Customer_2187,Advanced Business Ties
Customer_2187,Transactional
Customer_2188,Opportunistic
Customer_2189,Opportunistic
Customer_219,Opportunistic
Customer_219,Transactional
Customer_2190,Pure Business
Customer_2191,Partnership
Customer_2192,Partnership
Customer_2194,Advanced Business Ties
Customer_2194,Opportunistic
Customer_2196,Transactional
Customer_2197,Advanced Business Ties
Customer_2197,Partnership
Customer_2199,Opportunistic
Customer_2199,Transactional
Customer_22,Transactional
Customer_220,Opportunistic
Customer_220,Pure Business
Customer_2201,Advanced Business Ties
Customer_2201,Partnership
Customer_2202,Opportunistic
Customer_2203,Advanced Business Ties
Customer_2203,Pure Business
Customer_2204,Partnership
Customer_2207,Pure Business
Customer_2207,Transactional
Customer_2208,Partnership
Customer_2208,Pure Business
Customer_2209,Pure Business
Customer_2209,Transactional
Customer_221,Advanced Business Ties
Customer_2211,Opportunistic
Customer_2211,Partnership
Customer_2211,Transactional
Customer_2212,Transactional
Customer_2213,Pure Business
Customer_2215,Opportunistic
Customer_2216,Advanced Business Ties
Customer_2216,Opportunistic
Customer_2217,Transactional
Customer_2218,Opportunistic
Customer_222,Advanced Business Ties
Customer_222,Pure Business
Customer_2220,Advanced Business Ties
Customer_2220,Opportunistic
Customer_2220,Transactional
Customer_2221,Pure Business
Customer_2221,Transactional
Customer_2222,Advanced Business Ties
Customer_2222,Transactional
Customer_2223,Advanced Business Ties
Customer_2223,Pure Business
Customer_2223,Transactional
Customer_2225,Opportunistic
Customer_2225,Pure Business
Customer_2226,Transactional
Customer_2227,Pure Business
Customer_2228,Opportunistic
Customer_223,Opportunistic
Customer_223,Pure Business
Customer_2230,Advanced Business Ties
Customer_2231,Transactional
Customer_2232,Transactional
Customer_2235,Opportunistic
Customer_2238,Advanced Business Ties
Customer_2238,Transactional
Customer_2239,Transactional
Customer_224,Opportunistic
Customer_2240,Pure Business
Customer_2240,Transactional
Customer_2241,Opportunistic
Customer_2242,Pure Business
Customer_2243,Opportunistic
Customer_2244,Opportunistic
Customer_2245,Transactional
Customer_2247,Pure Business
Customer_225,Pure Business
Customer_2251,Advanced Business Ties
Customer_2251,Transactional
Customer_2252,Advanced Business Ties
Customer_2252,Opportunistic
Customer_2252,Transactional
Customer_2255,Pure Business
Customer_2258,Transactional
Customer_2259,Transactional
Customer_226,Opportunistic
Customer_2260,Pure Business
Customer_2263,Pure Business
Customer_2264,Advanced Business Ties
Customer_2264,Transactional
Customer_2269,Advanced Business Ties
Customer_2269,Pure Business
Customer_2270,Pure Business
Customer_2271,Opportunistic
Customer_2272,Partnership
Customer_2272,Pure Business
Customer_2273,Transactional
Customer_2274,Pure Business
Customer_2274,Transactional
Customer_2276,Advanced Business Ties
Customer_2276,Pure Business
Customer_2277,Advanced Business Ties
Customer_2278,Pure Business
Customer_2278,Transactional
Customer_2279,Partnership
Customer_228,Opportunistic
Customer_228,Pure Business
Customer_2280,Transactional
